id_trx;no_invoice;total_berat;ongkos_kirim;total_harga;total_harga_beli;kode_user;alamat_penerima;tgl_kirim;id_ekspedisi;jenis_pengiriman;tgl_trx
258;INV-100000258;927;15000;915750;920000;241755;Jalan E No. 37, Kel Pematang, Kec Tigaraksa, Kab Kabupaten Tangerang Banten, 15720;27/01/2019 16.38;6;REG;26/01/2019 01.23
260;INV-100000260;5530;126000;2926000;2700000;195769;Jalan T No. 89, Kel Citalang, Kec Tegal Waru, Kab Kabupaten Purwakarta Jawa Barat, 41165;27/01/2019 16.39;1;REG;26/01/2019 04.43
262;INV-100000262;9072;210000;4853750;4435000;104570;Jalan R No. 149, Kel Kosambibatu, Kec Cilebar, Kab Kabupaten Karawang Jawa Barat, 41353;27/01/2019 09.21;2;REG;26/01/2019 16.28
264;INV-100000264;1659;54000;2310000;2100000;150430;Jalan C No. 126, Kel Babadan, Kec Babadan, Kab Kabupaten Ponorogo Jawa Timur, 63491;27/01/2019 10.30;6;REG;26/01/2019 20.46
266;INV-100000266;796;21000;1354375;1232500;91675;Jalan O No. 22, Kel Lumpang, Kec Karanganyar, Kab Kabupaten Purbalingga Jawa Tengah, 53354;29/01/2019 11.21;1;REG;28/01/2019 02.56
268;INV-100000268;1517;42000;3256000;2960000;66097;Jalan U No. 39, Kel Ciaruteun Udik, Kec Cibungbulang, Kab Kabupaten Bogor Jawa Barat, 16630;29/01/2019 15.25;1;REG;28/01/2019 03.23
270;INV-100000270;1725;42000;6042300;5818000;192801;Jalan V No. 60, Kel Terusan, Kec Sindang, Kab Kabupaten Indramayu Jawa Barat, 45224;29/01/2019 11.08;5;REG;28/01/2019 12.49
272;INV-100000272;2322;81000;509850;513500;56415;Jalan Y No. 118, Kel Ketegan, Kec Rejoso, Kab Kabupaten Pasuruan Jawa Timur, 67181;29/01/2019 10.10;3;REG;28/01/2019 11.12
274;INV-100000274;474;21000;415800;418000;257819;Jalan U No. 113, Kel Ciherang Pondok, Kec Caringin, Kab Kabupaten Bogor Jawa Barat, 16730;29/01/2019 16.48;2;REG;28/01/2019 03.41
276;INV-100000276;9550;210000;7040000;6400000;47576;Jalan U No. 88, Kel Sukamaju Baru, Kec Tapos, Kab Kota Depok Jawa Barat, 16455;29/01/2019 09.34;1;REG;28/01/2019 02.57
278;INV-100000278;523;21000;1997325;1817500;179625;Jalan W No. 33, Kel Kartikajaya, Kec Patebon, Kab Kabupaten Kendal Jawa Tengah, 51351;30/01/2019 12.19;5;REG;29/01/2019 02.09
280;INV-100000280;264;27000;1452000;1397500;258771;Jalan N No. 69, Kel Jatirejo, Kec Diwek, Kab Kabupaten Jombang Jawa Timur, 61471;30/01/2019 10.07;6;REG;29/01/2019 11.21
282;INV-100000282;629;27000;965800;878000;126242;Jalan P No. 31, Kel Tinap, Kec Sukomoro, Kab Kabupaten Magetan Jawa Timur, 63391;30/01/2019 13.29;5;REG;29/01/2019 10.26
284;INV-100000284;822;27000;514800;468000;40932;Jalan W No. 41, Kel Sugihan, Kec Jatirogo, Kab Kabupaten Tuban Jawa Timur, 62362;30/01/2019 11.46;6;REG;29/01/2019 11.23
286;INV-100000286;108;21000;143550;130500;78674;Jalan T No. 50, Kel Surorejo, Kec Banyuurip, Kab Kabupaten Purworejo Jawa Tengah, 54171;30/01/2019 12.22;1;REG;29/01/2019 03.42
288;INV-100000288;1770;42000;1969000;1790000;86637;Jalan Y No. 144, Kel Sukabumi, Kec Cepogo, Kab Kabupaten Boyolali Jawa Tengah, 57362;30/01/2019 11.22;2;REG;29/01/2019 14.54
290;INV-100000290;195;27000;623700;570000;181499;Jalan K No. 23, Kel Tamanan, Kec Trenggalek, Kab Kabupaten Trenggalek Jawa Timur, 66312;31/01/2019 09.46;1;REG;30/01/2019 18.54
292;INV-100000292;772;21000;4262775;4252500;233576;Jalan U No. 70, Kel Panyutran, Kec Padaherang, Kab Kabupaten Pangandaran Jawa Barat, 46384;31/01/2019 12.11;5;REG;30/01/2019 23.18
294;INV-100000294;1085;42000;1760000;1600000;99067;Jalan D No. 66, Kel Sukadami, Kec Wanayasa, Kab Kabupaten Purwakarta Jawa Barat, 41174;31/01/2019 11.07;1;REG;30/01/2019 15.09
296;INV-100000296;225;27000;506000;460000;56144;Jalan H No. 69, Kel Sumberoto, Kec Kepoh Baru, Kab Kabupaten Bojonegoro Jawa Timur, 62194;31/01/2019 15.35;3;REG;30/01/2019 09.17
298;INV-100000298;1293;42000;3591500;3340000;190275;Jalan B No. 77, Kel Harapan Baru, Kec Bekasi Utara, Kab Kota Bekasi Jawa Barat, 17123;31/01/2019 12.36;6;REG;30/01/2019 22.50
300;INV-100000300;1650;54000;6869500;6645000;44082;Jalan P No. 135, Kel Betet, Kec Ngronggot, Kab Kabupaten Nganjuk Jawa Timur, 64395;01/02/2019 15.46;4;REG;31/01/2019 05.14
302;INV-100000302;3562;108000;5797275;5722500;124143;Jalan B No. 24, Kel Poka'an, Kec Kapongan, Kab Kabupaten Situbondo Jawa Timur, 68362;01/02/2019 15.57;5;REG;31/01/2019 09.45
304;INV-100000304;2007;45000;6231500;5900000;104702;Jalan Y No. 80, Kel Tamiang, Kec Gunungsari, Kab Kabupaten Serang Banten, 42163;01/02/2019 12.58;4;REG;31/01/2019 18.46
306;INV-100000306;4070;135000;1958000;1830000;150034;Jalan U No. 66, Kel Kandangan, Kec Srengat, Kab Kabupaten Blitar Jawa Timur, 66152;01/02/2019 16.59;5;REG;31/01/2019 23.21
308;INV-100000308;1202;42000;5627050;5393000;187156;Jalan C No. 45, Kel Pasurenan, Kec Batur, Kab Kabupaten Banjarnegara Jawa Tengah, 53456;01/02/2019 16.13;3;REG;31/01/2019 05.15
310;INV-100000310;3135;84000;3938000;3580000;255335;Jalan R No. 148, Kel Cibinong, Kec Gunung Sindur, Kab Kabupaten Bogor Jawa Barat, 16340;01/02/2019 12.02;3;REG;31/01/2019 14.15
312;INV-100000312;5273;126000;2120250;2025000;93718;Jalan P No. 44, Kel Warudoyong, Kec Warudoyong, Kab Kota Sukabumi Jawa Barat, 43133;01/02/2019 09.15;1;REG;31/01/2019 15.42
314;INV-100000314;5763;126000;5197500;4800000;32837;Jalan X No. 22, Kel Geyer, Kec Geyer, Kab Kabupaten Grobogan Jawa Tengah, 58172;01/02/2019 10.27;5;REG;31/01/2019 02.24
316;INV-100000316;4198;105000;4633200;4657000;63842;Jalan R No. 92, Kel Sukorejo, Kec Limpung, Kab Kabupaten Batang Jawa Tengah, 51271;02/02/2019 11.51;1;REG;01/02/2019 08.29
318;INV-100000318;1803;54000;8503550;8230500;104762;Jalan N No. 142, Kel Sembungrejo, Kec Plumpang, Kab Kabupaten Tuban Jawa Timur, 62382;02/02/2019 09.21;3;REG;01/02/2019 11.55
320;INV-100000320;755;21000;4108500;4110000;256810;Jalan P No. 75, Kel Krandegan, Kec Puring, Kab Kabupaten Kebumen Jawa Tengah, 54383;02/02/2019 16.40;5;REG;01/02/2019 17.22
322;INV-100000322;970;21000;1177000;1150000;103140;Jalan A No. 60, Kel Kliwonan, Kec Banyuurip, Kab Kabupaten Purworejo Jawa Tengah, 54171;02/02/2019 15.49;2;REG;01/02/2019 00.16
324;INV-100000324;838;21000;1122000;1040000;164833;Jalan W No. 67, Kel Bersole, Kec Adiwerna, Kab Kabupaten Tegal Jawa Tengah, 52194;02/02/2019 12.16;3;REG;01/02/2019 16.38
326;INV-100000326;3682;108000;1265000;1150000;46843;Jalan Q No. 145, Kel Karang Anyar, Kec Ambulu, Kab Kabupaten Jember Jawa Timur, 68132;03/02/2019 13.27;3;REG;02/02/2019 03.07
328;INV-100000328;1467;42000;6253500;5960000;245921;Jalan J No. 114, Kel Bantarjaya, Kec Pebayuran, Kab Kabupaten Bekasi Jawa Barat, 17710;03/02/2019 11.57;2;REG;02/02/2019 22.15
330;INV-100000330;2900;63000;1870000;1700000;205137;Jalan T No. 120, Kel Tanggeran, Kec Sruweng, Kab Kabupaten Kebumen Jawa Tengah, 54362;03/02/2019 11.16;3;REG;02/02/2019 16.02
332;INV-100000332;1886;54000;3995200;3707000;83773;Jalan C No. 147, Kel Wonokromo, Kec Gondang, Kab Kabupaten Tulungagung Jawa Timur, 66263;03/02/2019 15.31;1;REG;02/02/2019 20.31
334;INV-100000334;880;15000;1485000;1500000;218244;Jalan B No. 63, Kel Bangkonol, Kec Koroncong, Kab Kabupaten Pandeglang Banten, 42251;03/02/2019 12.25;3;REG;02/02/2019 17.17
336;INV-100000336;2250;63000;8456250;8125000;129643;Jalan M No. 46, Kel Ledok, Kec Argomulyo, Kab Kota Salatiga Jawa Tengah, 50732;05/02/2019 13.19;1;REG;04/02/2019 23.17
338;INV-100000338;357;21000;783750;712500;18294;Jalan D No. 61, Kel Sukarame, Kec Sukanagara, Kab Kabupaten Cianjur Jawa Barat, 43264;05/02/2019 11.05;6;REG;04/02/2019 01.38
340;INV-100000340;838;21000;3291200;3122000;224938;Jalan I No. 20, Kel Lesanpuro, Kec Kajoran, Kab Kabupaten Magelang Jawa Tengah, 56163;05/02/2019 10.36;2;REG;04/02/2019 14.04
342;INV-100000342;352;21000;2165900;1969000;67865;Jalan H No. 39, Kel Babakanjaya, Kec Gabuswetan, Kab Kabupaten Indramayu Jawa Barat, 45263;05/02/2019 16.10;4;REG;04/02/2019 15.18
344;INV-100000344;1250;54000;4581500;4390000;145883;Jalan M No. 52, Kel Nogosari, Kec Pacet, Kab Kabupaten Mojokerto Jawa Timur, 61374;05/02/2019 14.50;1;REG;04/02/2019 18.29
346;INV-100000346;760;15000;3091000;2810000;221371;Jalan M No. 123, Kel Suka Tani, Kec Rajeg, Kab Kabupaten Tangerang Banten, 15540;05/02/2019 11.33;6;REG;04/02/2019 01.39
348;INV-100000348;1137;54000;3503500;3370000;236818;Jalan L No. 53, Kel Sreseh, Kec Sreseh, Kab Kabupaten Sampang Jawa Timur, 69273;05/02/2019 14.48;5;REG;04/02/2019 16.31
350;INV-100000350;847;21000;3946800;3588000;240684;Jalan E No. 100, Kel Cikondang, Kec Cingambul, Kab Kabupaten Majalengka Jawa Barat, 45467;06/02/2019 13.17;6;REG;05/02/2019 10.12
352;INV-100000352;1982;42000;4906000;4460000;95632;Jalan Y No. 39, Kel Ngemplak, Kec Karangnongko, Kab Kabupaten Klaten Jawa Tengah, 57483;06/02/2019 13.26;3;REG;05/02/2019 02.44
354;INV-100000354;580;21000;3371500;3065000;143476;Jalan C No. 45, Kel Pasurenan, Kec Batur, Kab Kabupaten Banjarnegara Jawa Tengah, 53456;06/02/2019 15.26;1;REG;05/02/2019 08.26
356;INV-100000356;1273;42000;6402000;6225000;126545;Jalan V No. 101, Kel Giripurno, Kec Karanganyar, Kab Kabupaten Kebumen Jawa Tengah, 54364;06/02/2019 11.38;4;REG;05/02/2019 00.05
358;INV-100000358;725;21000;2411750;2215000;18399;Jalan G No. 46, Kel Plososari, Kec Patean, Kab Kabupaten Kendal Jawa Tengah, 51364;06/02/2019 16.28;3;REG;05/02/2019 11.37
360;INV-100000360;1310;54000;6083000;5980000;33350;Jalan O No. 47, Kel Gamping, Kec Suruh, Kab Kabupaten Trenggalek Jawa Timur, 66362;07/02/2019 16.45;5;REG;06/02/2019 09.48
362;INV-100000362;1647;42000;4229500;4170000;1065;Jalan X No. 127, Kel Tegal Panggung, Kec Danurejan, Kab Kota Yogyakarta DI Yogyakarta, 55212;07/02/2019 12.38;4;REG;06/02/2019 20.02
364;INV-100000364;330;21000;2062500;1875000;179853;Jalan Z No. 115, Kel Cisaat, Kec Campaka, Kab Kabupaten Purwakarta Jawa Barat, 41181;07/02/2019 15.53;5;REG;06/02/2019 01.41
366;INV-100000366;4216;135000;3316225;3016500;125780;Jalan N No. 23, Kel Penanggal, Kec Candipuro, Kab Kabupaten Lumajang Jawa Timur, 67373;07/02/2019 15.37;5;REG;06/02/2019 09.18
368;INV-100000368;335;21000;2343000;2150000;85086;Jalan R No. 63, Kel Mondoretno, Kec Bulu, Kab Kabupaten Temanggung Jawa Tengah, 56253;07/02/2019 14.45;3;REG;06/02/2019 12.40
370;INV-100000370;1492;54000;2610300;2373000;15572;Jalan Z No. 33, Kel Kendalrejo, Kec Tegaldlimo, Kab Kabupaten Banyuwangi Jawa Timur, 68484;07/02/2019 09.43;2;REG;06/02/2019 17.56
372;INV-100000372;1177;30000;3786200;3787000;237603;Jalan X No. 66, Kel Karang Anyar, Kec Neglasari, Kab Kota Tangerang Banten, 15121;07/02/2019 11.04;6;REG;06/02/2019 07.13
374;INV-100000374;1900;42000;4290000;3900000;34492;Jalan R No. 35, Kel Purwasari, Kec Dramaga, Kab Kabupaten Bogor Jawa Barat, 16680;08/02/2019 10.12;6;REG;07/02/2019 01.12
376;INV-100000376;5773;162000;4042500;3800000;49640;Jalan H No. 98, Kel Kauman, Kec Kauman, Kab Kabupaten Tulungagung Jawa Timur, 66261;08/02/2019 10.04;5;REG;07/02/2019 11.30
378;INV-100000378;150;27000;398750;385000;175943;Jalan O No. 150, Kel Nambaan, Kec Ringinrejo, Kab Kabupaten Kediri Jawa Timur, 64176;08/02/2019 09.13;3;REG;07/02/2019 08.27
380;INV-100000380;1652;30000;5571500;5410000;962;Jalan Y No. 80, Kel Tamiang, Kec Gunungsari, Kab Kabupaten Serang Banten, 42163;08/02/2019 11.35;1;REG;07/02/2019 14.40
382;INV-100000382;1350;42000;2579500;2345000;84413;Jalan O No. 90, Kel Kalikalong, Kec Tayu, Kab Kabupaten Pati Jawa Tengah, 59155;09/02/2019 13.28;4;REG;08/02/2019 06.16
384;INV-100000384;1269;54000;1177000;1070000;76666;Jalan E No. 77, Kel Jatirejo, Kec Jatirejo, Kab Kabupaten Mojokerto Jawa Timur, 61373;09/02/2019 14.04;1;REG;08/02/2019 04.11
386;INV-100000386;1610;42000;2281400;2074000;135176;Jalan B No. 62, Kel Sadahayu, Kec Majenang, Kab Kabupaten Cilacap Jawa Tengah, 53257;09/02/2019 14.54;1;REG;08/02/2019 22.35
388;INV-100000388;4172;135000;2729375;2482500;256222;Jalan Q No. 27, Kel Landangan, Kec Kapongan, Kab Kabupaten Situbondo Jawa Timur, 68362;09/02/2019 16.50;2;REG;08/02/2019 03.05
390;INV-100000390;977;21000;3267000;3295000;28779;Jalan O No. 46, Kel Sanding, Kec Malangbong, Kab Kabupaten Garut Jawa Barat, 44188;10/02/2019 09.57;4;REG;09/02/2019 13.31
392;INV-100000392;2023;63000;5786550;5260500;69669;Jalan E No. 148, Kel Singakerta, Kec Krangkeng, Kab Kabupaten Indramayu Jawa Barat, 45284;10/02/2019 16.32;2;REG;09/02/2019 06.38
394;INV-100000394;1490;54000;4313925;3923000;72520;Jalan H No. 92, Kel Pagerrungan Kecil, Kec Sapeken, Kab Kabupaten Sumenep Jawa Timur, 69493;10/02/2019 13.02;6;REG;09/02/2019 02.19
396;INV-100000396;532;21000;616000;560000;228914;Jalan C No. 56, Kel Jatiwaras, Kec Jatiwaras, Kab Kabupaten Tasikmalaya Jawa Barat, 46185;10/02/2019 15.52;1;REG;09/02/2019 15.12
398;INV-100000398;3837;84000;1430275;1302500;111677;Jalan E No. 136, Kel Cirea, Kec Mandirancan, Kab Kabupaten Kuningan Jawa Barat, 45558;12/02/2019 14.21;2;REG;11/02/2019 03.49
400;INV-100000400;1550;42000;7441500;6990000;115156;Jalan C No. 52, Kel Gunung Geulis, Kec Sukaraja, Kab Kabupaten Bogor Jawa Barat, 16710;12/02/2019 10.21;2;REG;11/02/2019 12.10
402;INV-100000402;6970;147000;4911500;4540000;127175;Jalan G No. 48, Kel Karangtengah, Kec Karangsembung, Kab Kabupaten Cirebon Jawa Barat, 45186;12/02/2019 14.04;2;REG;11/02/2019 06.03
404;INV-100000404;1484;42000;4521000;4200000;114824;Jalan B No. 147, Kel Sindangbarang, Kec Panumbangan, Kab Kabupaten Ciamis Jawa Barat, 46263;12/02/2019 11.12;1;REG;11/02/2019 05.52
406;INV-100000406;2220;63000;6294750;5875000;9915;Jalan S No. 129, Kel Cikarae Thoyyibah, Kec Cikidang, Kab Kabupaten Sukabumi Jawa Barat, 43367;12/02/2019 12.14;2;REG;11/02/2019 10.26
408;INV-100000408;2520;63000;1146750;1065000;232914;Jalan F No. 82, Kel Kemuning, Kec Bejen, Kab Kabupaten Temanggung Jawa Tengah, 56258;12/02/2019 12.10;1;REG;11/02/2019 03.58
410;INV-100000410;158;21000;855250;785000;32484;Jalan K No. 73, Kel Narawita, Kec Cicalengka, Kab Kabupaten Bandung Jawa Barat, 40395;12/02/2019 12.16;6;REG;11/02/2019 17.03
412;INV-100000412;40;21000;23925;23000;10923;Jalan B No. 60, Kel Karangjengkol, Kec Kutasari, Kab Kabupaten Purbalingga Jawa Tengah, 53361;13/02/2019 11.03;3;REG;12/02/2019 06.35
414;INV-100000414;163;21000;677325;617500;2894;Jalan N No. 33, Kel Bonagung, Kec Tanon, Kab Kabupaten Sragen Jawa Tengah, 57277;13/02/2019 09.46;1;REG;12/02/2019 23.51
416;INV-100000416;4150;105000;5018750;4725000;233772;Jalan A No. 91, Kel Ponowaren, Kec Tawangsari, Kab Kabupaten Sukoharjo Jawa Tengah, 57561;13/02/2019 09.35;1;REG;12/02/2019 19.20
418;INV-100000418;920;21000;3553000;3230000;147494;Jalan N No. 104, Kel Purwasedar, Kec Ciracap, Kab Kabupaten Sukabumi Jawa Barat, 43176;13/02/2019 12.04;2;REG;12/02/2019 13.19
420;INV-100000420;6269;147000;1094500;1045000;113143;Jalan U No. 65, Kel Sidoharjo, Kec Puring, Kab Kabupaten Kebumen Jawa Tengah, 54383;13/02/2019 16.21;4;REG;12/02/2019 09.11
422;INV-100000422;167;27000;544500;495000;100626;Jalan K No. 31, Kel Bira Barat, Kec Ketapang, Kab Kabupaten Sampang Jawa Timur, 69261;14/02/2019 12.50;5;REG;13/02/2019 02.13
424;INV-100000424;1595;54000;3132250;3035000;167420;Jalan X No. 113, Kel Ranupani, Kec Senduro, Kab Kabupaten Lumajang Jawa Timur, 67361;14/02/2019 16.41;4;REG;13/02/2019 23.18
426;INV-100000426;227;27000;716375;652500;247544;Jalan Y No. 109, Kel Joho, Kec Wates, Kab Kabupaten Kediri Jawa Timur, 64174;14/02/2019 13.00;6;REG;13/02/2019 16.53
428;INV-100000428;1407;42000;4415400;4359000;118626;Jalan D No. 101, Kel Sawangan Baru, Kec Sawangan, Kab Kota Depok Jawa Barat, 16511;14/02/2019 12.01;2;REG;13/02/2019 18.44
430;INV-100000430;1017;42000;4669500;4245000;125395;Jalan V No. 125, Kel Borogojol, Kec Lemahsugih, Kab Kabupaten Majalengka Jawa Barat, 45465;15/02/2019 16.04;5;REG;14/02/2019 22.50
432;INV-100000432;3327;84000;5333900;5049000;228827;Jalan X No. 95, Kel Tanjunganom, Kec Kaliwiro, Kab Kabupaten Wonosobo Jawa Tengah, 56364;15/02/2019 12.56;2;REG;14/02/2019 16.41
434;INV-100000434;1523;42000;715000;650000;250440;Jalan K No. 149, Kel Wotgali, Kec Plered, Kab Kabupaten Cirebon Jawa Barat, 45154;15/02/2019 14.10;1;REG;14/02/2019 13.25
436;INV-100000436;5596;162000;3491950;3174500;9176;Jalan M No. 29, Kel Klutuk, Kec Tambakboyo, Kab Kabupaten Tuban Jawa Timur, 62353;15/02/2019 12.24;6;REG;14/02/2019 16.51
438;INV-100000438;1252;42000;4174500;4120000;184254;Jalan M No. 141, Kel Rejosari Timur, Kec Tersono, Kab Kabupaten Batang Jawa Tengah, 51272;15/02/2019 14.08;5;REG;14/02/2019 08.52
440;INV-100000440;1653;42000;2266000;2060000;1703;Jalan I No. 21, Kel Gandasoli, Kec Cikakak, Kab Kabupaten Sukabumi Jawa Barat, 43365;15/02/2019 13.51;2;REG;14/02/2019 13.51
442;INV-100000442;1399;54000;3225750;3157500;204618;Jalan K No. 115, Kel Pekangkungan, Kec Gondang Wetan, Kab Kabupaten Pasuruan Jawa Timur, 67174;15/02/2019 16.06;1;REG;14/02/2019 11.56
444;INV-100000444;930;21000;1371150;1359000;13223;Jalan D No. 85, Kel Ngamplangsari, Kec Cilawu, Kab Kabupaten Garut Jawa Barat, 44181;16/02/2019 13.30;5;REG;15/02/2019 04.27
446;INV-100000446;163;27000;341550;310500;50793;Jalan C No. 40, Kel Mekikis, Kec Purwoasri, Kab Kabupaten Kediri Jawa Timur, 64154;16/02/2019 11.27;4;REG;15/02/2019 22.53
448;INV-100000448;6580;189000;5337750;4940000;246613;Jalan D No. 45, Kel Punjung, Kec Kebon Agung, Kab Kabupaten Pacitan Jawa Timur, 63561;16/02/2019 09.12;6;REG;15/02/2019 21.09
450;INV-100000450;5008;126000;1864500;1770000;44264;Jalan W No. 44, Kel Lopait, Kec Tuntang, Kab Kabupaten Semarang Jawa Tengah, 50773;16/02/2019 12.23;6;REG;15/02/2019 04.13
452;INV-100000452;3674;108000;4370300;4118000;110525;Jalan I No. 122, Kel Pehwetan, Kec Papar, Kab Kabupaten Kediri Jawa Timur, 64153;16/02/2019 14.42;5;REG;15/02/2019 00.51
454;INV-100000454;1077;42000;3566750;3355000;27385;Jalan Q No. 58, Kel Podosari, Kec Kesesi, Kab Kabupaten Pekalongan Jawa Tengah, 51162;16/02/2019 15.52;6;REG;15/02/2019 13.19
456;INV-100000456;955;21000;4141500;4090000;177527;Jalan O No. 45, Kel Gempoldenok, Kec Dempet, Kab Kabupaten Demak Jawa Tengah, 59573;16/02/2019 13.04;2;REG;15/02/2019 00.28
458;INV-100000458;1572;54000;6944850;7013500;58823;Jalan T No. 85, Kel Prambon, Kec Prambon, Kab Kabupaten Sidoarjo Jawa Timur, 61264;17/02/2019 13.39;1;REG;16/02/2019 23.07
460;INV-100000460;802;21000;906400;824000;103719;Jalan V No. 40, Kel Joho, Kec Sale, Kab Kabupaten Rembang Jawa Tengah, 59265;17/02/2019 10.01;2;REG;16/02/2019 03.01
462;INV-100000462;3873;84000;3637700;3307000;140129;Jalan Y No. 62, Kel Bojongtugu, Kec Curugkembar, Kab Kabupaten Sukabumi Jawa Barat, 43182;17/02/2019 15.29;5;REG;16/02/2019 15.15
464;INV-100000464;892;21000;2018500;1910000;158504;Jalan B No. 147, Kel Sindangbarang, Kec Panumbangan, Kab Kabupaten Ciamis Jawa Barat, 46263;17/02/2019 16.41;4;REG;16/02/2019 13.03
466;INV-100000466;6882;189000;8475500;8030000;20221;Jalan J No. 92, Kel Dawuan, Kec Suboh, Kab Kabupaten Situbondo Jawa Timur, 68354;19/02/2019 11.08;5;REG;18/02/2019 12.50
468;INV-100000468;167;21000;1529000;1470000;126496;Jalan Z No. 41, Kel Cigaronggong, Kec Cibalong, Kab Kabupaten Garut Jawa Barat, 44176;19/02/2019 14.58;1;REG;18/02/2019 11.43
470;INV-100000470;849;21000;811250;737500;162489;Jalan E No. 148, Kel Singakerta, Kec Krangkeng, Kab Kabupaten Indramayu Jawa Barat, 45284;19/02/2019 15.17;1;REG;18/02/2019 07.04
472;INV-100000472;707;27000;2725250;2485000;10628;Jalan M No. 72, Kel Sidodadi, Kec Garum, Kab Kabupaten Blitar Jawa Timur, 66182;19/02/2019 15.39;2;REG;18/02/2019 18.20
474;INV-100000474;905;21000;1557325;1417500;207813;Jalan M No. 120, Kel Taman Sari, Kec Cikidang, Kab Kabupaten Sukabumi Jawa Barat, 43367;19/02/2019 09.39;4;REG;18/02/2019 09.25
476;INV-100000476;1180;54000;2524500;2295000;227375;Jalan C No. 92, Kel Sindet Lami, Kec Besuk, Kab Kabupaten Probolinggo Jawa Timur, 67283;19/02/2019 09.23;4;REG;18/02/2019 23.26
478;INV-100000478;4725;135000;1765500;1750000;18579;Jalan Z No. 142, Kel Wagirkidul, Kec Pulung, Kab Kabupaten Ponorogo Jawa Timur, 63481;19/02/2019 13.20;2;REG;18/02/2019 12.47
480;INV-100000480;2053;63000;8010200;8057000;242421;Jalan F No. 91, Kel Mertoyudan, Kec Mertoyudan, Kab Kabupaten Magelang Jawa Tengah, 56172;19/02/2019 16.44;2;REG;18/02/2019 20.48
482;INV-100000482;5364;126000;1661000;1510000;177433;Jalan L No. 45, Kel Cibentang, Kec Gunungguruh, Kab Kabupaten Sukabumi Jawa Barat, 43156;20/02/2019 15.17;4;REG;19/02/2019 11.12
484;INV-100000484;469;27000;360250;327500;21182;Jalan L No. 34, Kel Lidah Kulon, Kec Lakarsantri, Kab Kota Surabaya Jawa Timur, 60213;20/02/2019 09.27;3;REG;19/02/2019 06.35
486;INV-100000486;9315;210000;2535500;2430000;243926;Jalan F No. 43, Kel Bebel, Kec Wonokerto, Kab Kabupaten Pekalongan Jawa Tengah, 51153;20/02/2019 14.54;6;REG;19/02/2019 08.21
488;INV-100000488;5610;126000;2582250;2435000;92195;Jalan E No. 114, Kel Jagong, Kec Kunduran, Kab Kabupaten Blora Jawa Tengah, 58255;20/02/2019 13.11;6;REG;19/02/2019 03.36
490;INV-100000490;1080;42000;4911500;4790000;170262;Jalan P No. 108, Kel Pasirhalang, Kec Sukaraja, Kab Kabupaten Sukabumi Jawa Barat, 43192;20/02/2019 11.56;6;REG;19/02/2019 15.39
492;INV-100000492;4952;135000;1501500;1490000;168652;Jalan C No. 137, Kel Gebangangkrik, Kec Ngimbang, Kab Kabupaten Lamongan Jawa Timur, 62273;21/02/2019 12.47;4;REG;20/02/2019 18.07
494;INV-100000494;1685;54000;3960000;3945000;201116;Jalan G No. 80, Kel Gebang Bunder, Kec Plandaan, Kab Kabupaten Jombang Jawa Timur, 61456;21/02/2019 13.50;6;REG;20/02/2019 11.37
496;INV-100000496;767;21000;2928750;2887500;250400;Jalan B No. 86, Kel Padaasih, Kec Cisaat, Kab Kabupaten Sukabumi Jawa Barat, 43152;21/02/2019 15.41;4;REG;20/02/2019 08.44
498;INV-100000498;9804;150000;5439500;5020000;234012;Jalan C No. 43, Kel Lebaksitu, Kec Lebakgedong, Kab Kabupaten Lebak Banten, 42372;21/02/2019 14.56;1;REG;20/02/2019 17.39
500;INV-100000500;4418;105000;2318250;2225000;3789;Jalan S No. 89, Kel Purwadadi Timur, Kec Purwadadi, Kab Kabupaten Subang Jawa Barat, 41261;22/02/2019 11.27;6;REG;21/02/2019 18.34
502;INV-100000502;150;27000;1144000;1120000;225523;Jalan G No. 20, Kel Bangpendah, Kec Galis, Kab Kabupaten Bangkalan Jawa Timur, 69173;22/02/2019 10.07;2;REG;21/02/2019 00.26
504;INV-100000504;1074;42000;2087250;1897500;173090;Jalan F No. 112, Kel Poncoruso, Kec Bawen, Kab Kabupaten Semarang Jawa Tengah, 50661;22/02/2019 16.36;1;REG;21/02/2019 07.56
506;INV-100000506;2058;63000;6748500;6500000;46766;Jalan S No. 147, Kel Gonggang, Kec Sarang, Kab Kabupaten Rembang Jawa Tengah, 59274;22/02/2019 15.12;4;REG;21/02/2019 05.37
508;INV-100000508;950;21000;4545200;4497000;28287;Jalan Z No. 128, Kel Jagoan, Kec Sambi, Kab Kabupaten Boyolali Jawa Tengah, 57376;22/02/2019 11.57;5;REG;21/02/2019 22.30
